initial_account,next_account,step,amount,newbalanceorig
C936282249,C1272971238,224,8111.09,0.00
C1514794775,C1091532529,224,8752000.36,0.00
C1345101920,C2138212554,224,107351.33,0.00
C578750781,C179427738,224,1150717.15,0.00
C1132693600,C1185292292,225,10276.87,0.00
C755720806,C1423370545,225,235075.62,0.00
C1821651825,C587388242,225,84703.87,0.00
C1605260231,C1749800529,225,1385945.61,0.00
C562970310,C152339852,225,476321.80,0.00
C1287857685,C99638718,225,74447.11,0.00
C712970415,C590051909,226,82869.09,0.00
C427148786,C1532977706,226,9960382.40,0.00
C2120061745,C287066549,226,1231309.64,0.00
C856130608,C1715093680,226,195708.55,0.00
C1881699309,C1419251036,226,5772.00,0.00
C416195911,C1244681423,226,29174.80,0.00
C1085506900,C804873072,227,114889.61,0.00
C1086380273,C1708357030,227,176007.37,0.00
C799393307,C251525429,227,4075956.58,0.00
C1537630073,C153438259,227,1162155.11,0.00
C1016626170,C2092694129,227,210.92,0.00
C206181066,C316118193,227,182666.85,0.00
C1109437404,C1303378449,227,2815893.17,0.00
C1895390666,C406885847,228,355151.57,0.00
C1613313609,C1727044714,228,120491.56,0.00
C2060513697,C2105369432,228,266836.35,0.00
C1721880478,C521374455,228,10000000.00,497526.17
C1294188821,C1799178468,228,497526.17,0.00
C174356762,C1545375198,228,1323909.85,0.00
C1926697362,C443920202,228,2874626.02,0.00
C81587291,C360497591,228,4526748.52,0.00
C715571167,C650699445,229,38580.45,0.00
C238846590,C163992807,229,143332.00,0.00
C613775492,C1417943880,229,780066.22,0.00
C103076793,C1629045388,229,37019.04,0.00
C284996828,C1044221964,230,102009.37,0.00
C862388637,C685365077,230,114169.66,0.00
C80387919,C1965664830,230,48078.85,0.00
C150617765,C1641778666,230,10000000.00,3774746.08
C721399587,C811425759,230,3774746.08,0.00
C444571961,C1409527805,230,1112204.51,0.00
C1788761832,C149376327,230,2326251.51,0.00
C428683989,C1156605990,230,1827209.07,0.00
C1603667010,C70652634,231,105080.35,0.00
C778909639,C1475228606,231,13962.00,0.00
C1131542233,C1376992525,231,1638865.05,0.00
C121294173,C815544341,231,273821.76,0.00
C1356517693,C284348292,231,317787.12,0.00
C829550304,C1922723403,231,261331.82,0.00
C1881462722,C418637698,231,400758.85,0.00
C172131034,C844027977,231,6029387.26,0.00
C1862192948,C1146085253,232,33302.96,0.00
C522008423,C2072999446,232,1454888.86,0.00
C700411853,C91566300,232,2898.09,0.00
C1797062826,C1005190137,232,570135.07,0.00
C680373527,C2071393401,232,3017156.01,0.00
C893034321,C704220128,233,157353.39,0.00
C1908599999,C232254728,233,37357.32,0.00
C2113853115,C338573575,233,597411.76,0.00
C2044046492,C1686942753,233,48156.69,0.00
C1531940496,C1898572552,233,122090.79,0.00
C891276919,C1845646246,233,592443.66,0.00
C193216124,C753706264,234,80336.26,0.00
C1439734437,C119989441,234,225923.37,0.00
C1649474651,C31115617,234,120385.10,0.00
C836135331,C2142575639,234,210691.92,0.00
C386926753,C527524225,234,470922.15,0.00
C1996228335,C1717483604,234,450489.27,0.00
C1912538788,C455997820,234,264949.69,0.00
C2102651625,C1551811070,235,638487.85,0.00
C1730345649,C1466122025,235,2684260.67,0.00
C964573395,C665851220,235,4814.69,0.00
C1943739339,C1225002524,235,309958.79,0.00
C1336273672,C1534512884,235,1369544.19,0.00
C1650479654,C625044678,236,67050.50,0.00
C1926006259,C1585189604,236,968651.23,0.00
C1215045618,C797703296,236,1418198.25,0.00
C407555849,C757180860,236,75708.87,0.00
C155774205,C719125515,236,4121986.59,0.00
C1867725412,C1721123113,237,106681.18,0.00
C1190914474,C984823123,237,1503034.86,0.00
C1552999118,C1921706460,237,321241.84,0.00
C1849235881,C1877706055,237,10000000.00,13924102.18
C180127057,C2029456603,237,10000000.00,3924102.18
C344359156,C1708707330,237,3924102.18,0.00
C1422056911,C1667849082,238,65091.34,0.00
C2098656408,C1831118200,238,237567.35,0.00
C1028530067,C1390461904,238,10000000.00,5274773.52
C31838536,C36485609,238,5274773.52,0.00
C39176629,C228666315,238,240899.12,0.00
C781397101,C273071988,238,134313.22,0.00
C1164568984,C940250916,238,1530.84,0.00
C1269721100,C2118952625,239,487572.45,0.00
C339788148,C912209557,239,63944.13,0.00
C1544214940,C1148585610,239,71867.47,0.00
C1501009751,C1337988556,239,425221.11,0.00
C1628056782,C913892512,239,495991.64,0.00
C1106941921,C130285450,240,723782.37,0.00
C1906906636,C1142044922,240,2058961.66,0.00
C769822179,C6004942,240,1782737.60,0.00
C82400750,C1711150495,240,103949.50,0.00
C1589254614,C1147163702,240,74076.48,0.00
C321712696,C1645115422,240,806850.06,0.00
C732436109,C2053743705,240,248962.83,0.00
C1780378261,C339002050,241,1061482.24,0.00
C1410879349,C1386809119,241,128718.59,0.00
C437560191,C1185532212,241,1282731.68,0.00
C1585385873,C1701481925,241,470956.59,0.00
C1148562150,C1745091361,241,657417.64,0.00
C351713185,C775439776,241,989966.55,0.00
C980546604,C1230677699,241,325470.07,0.00
C753670111,C814296672,241,110344.11,0.00
C1281057632,C594018186,241,57734.59,0.00
C1226178731,C1507357028,242,428174.70,0.00
C386673709,C1956024073,242,3210027.48,0.00
C1851386700,C659106449,242,3139423.35,0.00
C973074458,C1408872887,242,509985.31,0.00
C2117512947,C1053414206,243,1290193.08,0.00
C57496674,C317811789,243,793886.87,0.00
C1739527181,C1704299654,243,5044147.53,0.00
C1160684690,C1692585098,243,995710.58,0.00
C1243123662,C590057207,244,4252656.95,0.00
C530018040,C1401702546,244,4448598.93,0.00
C775900945,C64310148,244,2424380.16,0.00
C1248176014,C26405591,244,53338.82,0.00
C2090764492,C776246900,244,1946.74,0.00
C1794935564,C1234144009,244,2468740.94,0.00
C318078280,C571016162,245,124311.57,0.00
C939293281,C1381364691,245,688034.32,0.00
C1209271656,C1688178695,246,14343.03,0.00
C1717556818,C377236919,246,831725.76,0.00
C1768918738,C1846753958,247,802421.39,0.00
C542081155,C1155430613,247,2025628.87,0.00
C2015533974,C110048242,247,76646.05,0.00
C1332702654,C858197889,247,333082.71,0.00
C356177155,C803181313,248,10000000.00,4011314.10
C692635750,C1583412522,248,4011314.10,0.00
C1565735619,C2066417026,248,65761.13,0.00
C742508903,C1568770373,248,18035.14,0.00
C1235100433,C224481932,248,26776.98,0.00
C754455797,C2131616208,249,3879669.76,0.00
C681064264,C1608941213,249,271229.80,0.00
C1536825643,C892318279,249,56013.00,0.00
C1794988731,C1111485677,249,90915.00,0.00
C1305598780,C1860004180,249,4720554.95,0.00
C1027828118,C506519759,249,3138.25,0.00
C1854457875,C683162403,249,299298.50,0.00
C688548413,C1596175198,249,369448.20,0.00
C960265779,C283472734,249,56847.17,0.00
C1100390301,C989495920,249,2085019.56,0.00
C1739469396,C774459296,249,12855.05,0.00
C1621453124,C1530549308,249,358440.67,0.00
C2071602509,C39886288,249,10000000.00,1306690.61
C1078417563,C861191162,249,1306690.61,0.00
C279104930,C1291302412,250,174683.34,0.00
C848070944,C29887493,250,213463.32,0.00
C875158937,C1362630916,250,114827.36,0.00
C942132935,C90395861,250,52795.24,0.00
C895602410,C701578249,250,2374490.77,0.00
C1034306839,C1979293202,250,177217.55,0.00
C1442710040,C1844625482,250,156039.36,0.00
C395312314,C554878096,250,10000000.00,21343002.08
C2099141021,C1733297456,250,10000000.00,11343002.08
C124022062,C2049633025,250,10000000.00,1343002.08
C1100582606,C1147517658,250,1343002.08,1343002.08
C1112360108,C1241281307,251,8276235.50,0.00
C1397090856,C2119085039,251,345425.57,0.00
C106888185,C299512906,251,82112.74,0.00
C145364,C312230940,251,609416.21,0.00
C2141912199,C598875397,251,2693520.61,0.00
C376760344,C1713255424,252,76200.04,0.00
C1283193575,C1577097476,253,690510.31,0.00
C787232450,C257156867,253,157628.35,0.00
C1044222858,C2146789865,253,168622.30,0.00
C1968388309,C752698440,253,168455.76,0.00
C549084804,C47190955,253,2415826.18,0.00
C1521707504,C1498366839,254,541115.02,0.00
C1654923779,C931026278,254,591159.50,0.00
C747760381,C2069990042,254,653949.74,0.00
C552626823,C119810144,254,900362.48,0.00
C305749305,C1981629622,254,10789.00,0.00
C519675576,C1580883487,255,38223.11,0.00
C275419621,C771768546,255,667257.72,0.00
C1993122780,C1852949479,255,32733.43,0.00
C570339054,C1608997043,255,351843.08,0.00
C1983750370,C381637925,256,9811104.49,0.00
C727542577,C2002670560,256,40231.56,0.00
C1965921392,C180655933,256,255028.93,0.00
C947315292,C1485351052,256,70696.74,0.00
C1782191241,C1635501277,257,211186.03,0.00
C981450305,C1358922022,257,230204.96,0.00
C1632129790,C1449704632,257,6262505.91,0.00
C1778045793,C525875414,258,248043.99,0.00
C236282948,C489338831,258,29280.46,0.00
C1988413338,C627945196,258,2684142.41,0.00
C1716255280,C79653418,258,618270.90,0.00
C1584301839,C1727119878,259,1950373.54,0.00
C1428068885,C883314013,259,507521.42,0.00
C1431303574,C141288086,259,72782.82,0.00
C1429503291,C1044014885,259,248071.56,0.00
C840630111,C825235440,259,8274020.94,0.00
C415054779,C20386359,260,60226.06,0.00
C1799904347,C1817199105,260,10000000.00,175597.64
C851065850,C1996124584,260,175597.64,0.00
C358038381,C1806358592,260,847383.45,0.00
C211401092,C81585635,260,296977.69,0.00
C1485613101,C397739299,260,8332002.94,0.00
C1374344025,C717552851,261,259186.43,0.00
C1607707310,C1422177291,261,2689633.80,0.00
C1808233473,C333956896,261,196561.69,0.00
C972876081,C950017248,261,2241630.36,0.00
C306323012,C1137288275,261,163353.64,0.00
C998015371,C1009679725,261,1954854.24,0.00
C60530886,C1454703841,261,5039827.29,0.00
C160052939,C671509828,261,8639.93,0.00
C1420583441,C1377219388,261,591032.52,0.00
C23700491,C2007086276,261,358159.13,0.00
C1271087457,C1017401472,262,201281.36,0.00
C2075471030,C2138615216,262,1589763.63,0.00
C1000331499,C1778895918,262,2016790.84,0.00
C456316207,C1903974200,262,2642116.95,0.00
C1956897867,C716184837,262,328427.77,0.00
C366677925,C1433310823,262,592615.53,0.00
C1211163896,C1493086567,262,218074.57,0.00
C1908083976,C433026096,262,68230.32,0.00
C1449539752,C1011349802,262,639680.32,0.00
C1355922572,C1385531545,262,340936.99,0.00
C767295910,C258732542,262,2914653.69,0.00
C777990468,C1409823757,263,297465.74,0.00
C991455479,C1874866148,263,273408.94,0.00
C674575230,C515016195,263,61856.83,0.00
C1271945104,C622968772,264,84196.79,0.00
C1202568375,C1928207921,264,627586.04,0.00
C1550599239,C993958869,264,7304.56,0.00
C1985672054,C1670823514,264,2514878.33,0.00
C1772129702,C42065364,265,415437.27,0.00
C1684685440,C98246115,265,127916.67,0.00
C1151204098,C1798298818,265,158214.43,0.00
C985192953,C291644544,265,881187.51,0.00
C111386253,C833883362,265,3929113.14,0.00
C1616758519,C96929934,265,5721871.91,0.00
C543601110,C271369979,266,1911239.21,0.00
C1749184895,C1827220106,266,10000000.00,15494862.93
C2070647495,C1808278362,266,10000000.00,5494862.93
C988536152,C2025332798,266,5494862.93,0.00
C1582000733,C1395248561,266,3486005.08,0.00
C656737839,C679697619,267,1654055.02,0.00
C894928448,C759753598,267,37669.14,0.00
C1376942715,C2065571407,267,1259972.05,0.00
C1370085660,C1118723895,267,2926854.05,0.00
C1998076777,C1122874566,268,2219475.13,0.00
C526265092,C217951439,268,1070857.97,0.00
C390809517,C1817850202,268,754874.26,0.00
C1014298205,C668046170,269,10000000.00,3042111.54
C1680736871,C880626783,269,3042111.54,0.00
C1627918307,C1636966593,269,676882.33,0.00
C1804135110,C1940873838,269,48412.47,0.00
C1930526816,C1608920091,269,32527.00,0.00
C353673917,C1556017214,269,1314897.11,0.00
C117810868,C1738568883,269,278619.91,0.00
C318040241,C995250059,270,757422.83,0.00
C1664606481,C1000039615,270,134623.95,0.00
C23978336,C1766457372,270,144731.73,0.00
C1646350355,C701219396,270,79712.37,0.00
C1905022556,C279654004,270,1998327.96,0.00
C925134065,C1757598776,270,14992.14,0.00
C497404985,C1272345661,270,395531.72,0.00
C1046364344,C1582493595,270,201511.93,0.00
C1103494239,C416462822,271,2271674.66,0.00
C1813153162,C1755920310,271,642364.74,0.00
C444350674,C915237822,271,64319.46,0.00
C573479496,C809970708,271,279776.54,0.00
C393546828,C516790131,271,5926745.36,0.00
C1492957578,C296774789,271,1621056.88,0.00
C892131822,C844865785,272,177022.52,0.00
C851163410,C266966144,272,580673.57,0.00
C41354044,C1312570862,272,5141769.94,0.00
C1443107751,C1668585491,272,253672.83,0.00
C1550662745,C1094321538,272,1061353.33,0.00
C1290569824,C771431962,272,166972.46,0.00
C1424958936,C1471537489,273,159106.12,0.00
C727037964,C2000632199,273,95235.46,0.00
C1199647031,C2036177747,273,76642.85,0.00
C1811872528,C546465873,273,3738574.90,0.00
C1724879922,C728668261,273,103078.52,0.00
C933352682,C796842245,273,296212.67,0.00
C1947336797,C418157803,273,4574246.75,0.00
C847336008,C1251618677,273,601494.61,0.00
C49877168,C1235148349,273,2230432.56,0.00
C744161547,C720253622,273,27059.86,0.00
C1259154516,C605861761,274,379057.93,0.00
C1183327640,C290062990,274,70753.90,0.00
C1058371730,C1045155067,274,529659.95,0.00
C965792626,C896468474,274,131594.12,0.00
C194292949,C182280764,274,188441.76,0.00
C1462703827,C961774996,274,2274566.61,0.00
C39195818,C717479366,274,5052211.09,0.00
C1174268918,C1953342406,274,24279.32,0.00
C10982843,C803239144,274,49210.21,0.00
C837087174,C2003416160,274,982414.06,0.00
C498498940,C490070900,275,21323.28,0.00
C1462369015,C204541509,275,1436.38,0.00
C1314353010,C1426875642,275,513082.74,0.00
C1124374325,C460771007,275,4162555.99,0.00
C1448180572,C669935594,275,2607790.58,0.00
C1384810347,C1897996177,276,124696.98,0.00
C1389870393,C745454492,276,2246118.53,0.00
C1323434456,C934748143,276,2554948.41,0.00
C1409640196,C351250404,276,321465.00,0.00
C1295443216,C1682101725,276,1567591.24,0.00
C1522760202,C509783164,277,342988.79,0.00
C1004336210,C2087942542,277,226804.13,0.00
C2072045528,C519434104,277,149656.36,0.00
C395023156,C1879166409,277,191427.40,0.00
C1015599837,C1814093957,277,2392482.86,0.00
C688368548,C31250082,277,242678.33,0.00
C1520262404,C622056239,277,621387.64,0.00
C1484193833,C91936186,278,89303.18,0.00
C338881900,C738144053,278,240580.40,0.00
C1700633166,C1334915379,279,601222.02,0.00
C500782163,C1678225992,279,144044.35,0.00
C2098770464,C563164631,279,231161.48,0.00
C1819955276,C1376329806,279,98897.07,0.00
C548836195,C219662261,279,345533.89,0.00
C1538706817,C1455294114,279,145982.36,0.00
C2062481561,C935919630,279,10000000.00,20536624.41
C339144629,C447852930,279,10000000.00,10536624.41
C898870268,C1236804041,279,10000000.00,536624.41
C1035541766,C1100697970,279,536624.41,536624.41
C647787340,C1915139029,279,697226.20,0.00
C881015352,C1335953654,280,475854.04,0.00
C2005257689,C1802416227,280,268762.37,0.00
C725405279,C2020386791,281,54235.70,0.00
C124602239,C1687616355,281,204778.86,0.00
C157969279,C1713731029,281,7133.97,0.00
C454501295,C1258227821,281,5393228.23,0.00
C1060613319,C1653587362,281,1030417.74,0.00
C1660730946,C1069601920,281,441892.92,0.00
C325102191,C1742243055,281,2554662.97,0.00
C1352632732,C1169865879,281,556720.82,0.00
C844803674,C958694427,281,574072.72,0.00
C686471933,C173311273,282,371669.59,0.00
C1472963046,C269798129,282,17428.00,0.00
C2008721842,C1886648323,282,481.90,0.00
C680495878,C958080037,282,8091.78,0.00
C826788482,C260162600,282,16296.46,0.00
C730675323,C160013718,282,140523.40,0.00
C629586313,C1455441371,282,1564952.45,0.00
C1652182043,C1794027928,282,1709224.02,0.00
C54761777,C1435233045,282,181647.66,0.00
C295983306,C581841724,283,101515.68,0.00
C231514009,C1037718749,283,843174.04,0.00
C626512080,C559962002,283,924912.26,0.00
C468244226,C410972619,283,113360.80,0.00
C74627202,C452552725,284,739584.33,0.00
C1574461768,C16659988,284,741277.85,0.00
C1890719438,C933704571,284,160296.55,0.00
C669992732,C1306515045,284,800115.05,0.00
C1521362379,C951883743,284,164502.06,0.00
C1190521661,C1567764028,284,558050.49,0.00
C1340873625,C743070440,284,830803.43,0.00
C1358700061,C705797275,284,498747.55,0.00
C1140883229,C428749233,285,4452001.07,0.00
C1934555881,C13171795,285,752639.78,0.00
C855788158,C1260877050,285,6249265.86,0.00
C1926292993,C1181920109,285,212975.59,0.00
C24910757,C1647415714,285,411566.70,0.00
C1217403648,C483706610,285,1421665.98,0.00
C836610580,C219723061,285,106654.67,0.00
C1502819144,C451429333,285,179648.89,0.00
C1284973829,C1795673999,286,103124.43,0.00
C1839586690,C1860988881,286,2674794.22,0.00
C1093499326,C1531800097,286,132943.98,0.00
C1623240836,C410264371,286,97091.24,0.00
C1042812790,C610496257,287,491847.47,0.00
C1926307448,C143244543,287,712488.25,0.00
C895738872,C1872912414,287,1796406.60,0.00
C734008057,C1763626980,287,223730.40,0.00
C1425726290,C1670108631,287,7109453.78,0.00
C642784724,C1952007189,288,44116.87,0.00
C1582748935,C1311170446,288,21511.22,0.00
C263250153,C117997526,288,28636.24,0.00
C693914149,C392618235,288,1905476.22,0.00
C385531487,C674306325,288,722832.95,0.00
C500424911,C2014202347,289,602807.17,0.00
C32426691,C1088091066,289,3374.25,0.00
C1844162816,C1415356134,289,27759.73,0.00
C1559945505,C971134857,289,37974.85,0.00
C631032087,C722271938,289,196149.04,0.00
C1011829657,C452349512,289,87219.11,0.00
C150547094,C918786855,290,3275.33,0.00
C914833925,C1606646228,290,165368.59,0.00
C588367741,C2104870243,290,1454356.81,0.00
C322093816,C1267169674,290,559565.82,0.00
C2126162917,C1525573417,291,30820.17,0.00
C262672510,C478572372,291,1185157.78,0.00
C410161307,C2092567505,291,145035.40,0.00
C1784205179,C923245844,291,87660.69,0.00
C1426577344,C1833411414,291,2324907.08,0.00
C1144862911,C552429589,292,362335.05,0.00
C472317235,C1356666800,292,38513.19,0.00
C1683177798,C1271955069,292,21859.86,0.00
C599107139,C48279139,292,2582733.46,0.00
C954355337,C669925274,293,234673.76,0.00
C1969299825,C1985038646,293,530124.99,0.00
C98463296,C1491493728,294,79446.06,0.00
C1811823904,C1784541207,294,3731378.32,0.00
C2147008654,C722948959,294,7809301.98,0.00
C892157001,C1678656814,294,806863.30,0.00
C492377263,C357527156,294,380214.33,0.00
C1106741895,C453454325,294,70173.64,0.00
C1705209887,C878980822,294,21819.57,0.00
C662565017,C352364019,294,219110.27,0.00
C1056695718,C651955391,294,290090.57,0.00
C872116979,C1742807255,295,1748611.28,0.00
C547948167,C765807005,295,172344.30,0.00
C1722305169,C782178061,295,162756.90,0.00
C1067203186,C1086076552,295,4531343.47,0.00
C892421305,C1944775244,295,9366.63,0.00
C1712808449,C1997838913,296,40593.23,0.00
C1313129154,C42915246,296,890964.06,0.00
C1734365365,C1564795146,296,10000000.00,5591414.49
C68688915,C1379652013,296,5591414.49,0.00
C178061397,C1590888168,296,716273.17,0.00
C922219750,C1107412386,296,282272.93,0.00
C1732292791,C1402438091,296,717046.74,0.00
C1431002212,C278143037,296,3080973.39,0.00
C526995277,C975347823,296,3043141.07,0.00
C660614375,C542723764,296,261874.86,0.00
C2064377910,C480066834,296,312151.06,0.00
C824783072,C60624550,297,2131624.18,0.00
C327529413,C1312651725,297,57466.42,0.00
C1237857283,C578388393,297,5591647.96,0.00
C483009518,C1272462265,297,3105902.49,0.00
C1850753027,C995702691,298,40043.74,0.00
C1331489578,C201103304,298,488030.08,0.00
C811562034,C1606899764,299,5166728.87,0.00
C1439879444,C1677398142,299,677503.25,0.00
C2136408151,C39269592,299,935790.41,0.00
C817857207,C1094225384,299,1150561.97,0.00
C1857854292,C1179545940,299,1158358.08,0.00
C519152863,C987555684,300,264058.41,0.00
C1589553907,C1151960519,300,176059.16,0.00
C1070321,C1781279814,300,794421.26,0.00
C475202972,C843619874,300,774761.84,0.00
C1241022919,C778090649,301,82665.47,0.00
C970648981,C1224906494,301,408724.54,0.00
C1028599135,C1482390531,302,43235.71,0.00
C1477176067,C78352329,302,1788729.73,0.00
C1106915307,C2043222623,302,1011249.64,0.00
C1088367372,C299996818,302,633384.46,0.00
C37736433,C279131656,303,199870.29,0.00
C256552805,C312822815,303,447009.83,0.00
C1284457893,C790067619,303,786480.78,0.00
C1769157927,C1445084705,303,322585.04,0.00
C997532070,C483833357,303,10000000.00,15614246.07
C1045409609,C399450397,303,10000000.00,5614246.07
C771544520,C1545277452,303,5614246.07,0.00
C379326181,C585824951,304,46661.03,0.00
C1628562361,C675686656,305,447589.21,0.00
C276718485,C1947776397,305,1754597.44,0.00
C1660275627,C851819118,305,10000000.00,2321633.57
C1235032852,C1296897597,305,2321633.57,0.00
C597569560,C992060684,305,1309602.55,0.00
C71043059,C1737929512,305,456930.88,0.00
C215109738,C355565326,305,39342.59,0.00
C470624098,C1784460632,306,143175.23,0.00
C261172273,C1673497915,306,4262592.28,0.00
C108630257,C1865083017,306,10000000.00,850530.59
C1303640793,C2112578501,306,850530.59,0.00
C916412259,C256100884,306,521986.29,0.00
C1016160383,C1670523748,306,2052851.64,0.00
C692748109,C145912882,307,2343696.85,0.00
C1716496327,C200111106,307,441423.44,0.00
C961503749,C1831005460,307,272187.20,0.00
C1044355469,C1424892116,307,222735.34,0.00
C114044821,C1178875500,307,1072345.79,0.00
C1343086585,C256353022,307,1749325.14,0.00
C166709172,C1054064905,307,16734.61,0.00
C747436564,C644153669,307,376367.26,0.00
C146567614,C860816450,308,6647155.99,0.00
C1174423768,C861921612,308,443682.96,0.00
C1660149357,C1502223655,308,178180.03,0.00
C1171171367,C359717577,309,96474.91,0.00
C891657273,C862850216,309,2019508.99,0.00
C864985630,C713202339,309,3490916.00,0.00
C711809884,C1914647954,309,222694.08,0.00
C1514931968,C1789156105,310,5239429.19,0.00
C575768328,C1581687599,310,1085637.56,0.00
C568675237,C1502060896,310,2081051.56,0.00
C1589465909,C749177191,310,1868438.44,0.00
C17859234,C121307567,310,1334919.42,0.00
C1593902970,C2132178163,311,268366.47,0.00
C1961162790,C111676219,311,8589704.49,0.00
C2064336595,C1761158321,311,227624.30,0.00
C1608267319,C584314061,311,1275236.30,0.00
C1843517598,C1588665319,311,98050.29,0.00
C1050618331,C1361886731,311,6558087.93,0.00
C760905654,C584068116,311,2479691.37,0.00
C500485629,C822023370,311,225301.45,0.00
C1988957761,C133170874,312,608290.12,0.00
C721022515,C1466098281,312,134383.84,0.00
C1562962865,C964933148,312,10000000.00,6580427.81
C575504528,C1530040429,312,6580427.81,0.00
C1686904928,C807316421,312,117345.35,0.00
C1431929580,C1237289789,313,1202443.49,0.00
C348342265,C2039650387,313,1467324.96,0.00
C1262019477,C411274724,313,124121.57,0.00
C229756338,C1902984290,313,5818863.13,0.00
C1279803681,C1617123235,313,1348095.12,0.00
C213083209,C1918913776,314,271150.29,0.00
C1284144520,C1435949580,314,59893.41,0.00
C568807005,C417695471,314,2984434.36,0.00
C108249800,C898806761,315,5863.97,0.00
C1716897320,C233158023,315,76640.82,0.00
C438643114,C883677752,315,3972968.92,0.00
C1800396600,C68101846,315,4713935.64,0.00
C11779770,C478014939,315,82648.30,0.00
C149785547,C733601841,315,7748802.00,0.00
C387585754,C1352527302,316,634911.47,0.00
C1739433736,C988790876,316,1825908.12,0.00
C603912506,C100427864,316,607684.02,0.00
C2088071095,C2038364008,316,158279.40,0.00
C1614200747,C253218862,316,72665.95,0.00
C288991663,C1161141257,316,1340263.67,0.00
C1723063411,C1565674952,317,493.28,0.00
C1999586448,C532302073,317,241337.83,0.00
C570470570,C1232811511,317,322991.82,0.00
C954160536,C96624580,317,46779.04,0.00
C11831964,C802410376,317,7535.58,0.00
C1002859898,C647242478,317,487276.80,0.00
C257814888,C706563298,317,1160652.82,0.00
C1122558088,C47401126,317,5741.05,0.00
C204083284,C1120953259,317,223228.11,0.00
C1124786108,C1894579301,317,681007.64,0.00
C816867193,C2118158219,318,756426.12,0.00
C2126511572,C1932237865,318,247455.25,0.00
C1924852703,C43802286,318,688473.32,0.00
C1479969874,C327601402,319,4895343.33,0.00
C2132033219,C1378618834,319,88424.06,0.00
C2083698154,C22852055,319,1033878.67,0.00
C1699397290,C495812513,319,92545.17,0.00
C1642679195,C289912687,320,767879.02,0.00
C1500602777,C2119310535,320,171200.54,0.00
C319281201,C2021539165,320,34099.10,0.00
C1495344095,C128292751,320,8950011.46,0.00
C57496265,C1810937959,320,62318.91,0.00
C792987085,C1731551447,320,148305.30,0.00
C2096636104,C1589898085,320,248409.56,0.00
C692830443,C1399533146,321,351268.75,0.00
C1046546525,C2014793230,321,59628.24,0.00
C715932448,C1500247255,321,526787.54,0.00
C926108639,C1426041212,321,203874.62,0.00
C1154403636,C1043093762,322,20986.02,0.00
C216292279,C1773862727,322,71329.73,0.00
C89581847,C1844657396,322,2533650.09,0.00
C586432166,C810627720,322,108213.60,0.00
C516411527,C1860612852,322,365114.84,0.00
C750509301,C881302071,322,2274766.10,0.00
C84275859,C2031100289,322,135845.30,0.00
C1256410677,C1153188048,322,9208368.83,0.00
C926688459,C1810250799,323,7596886.83,0.00
C1899367925,C2085710932,323,25761.04,0.00
C936646245,C1402958323,323,235458.67,0.00
C2135188443,C1068035657,323,334790.89,0.00
C1436025461,C1927560310,323,753723.54,0.00
C691233312,C834545584,324,362837.15,0.00
C32558037,C1253659543,324,378527.71,0.00
C765450059,C125935569,324,21580.37,0.00
C1707425123,C226736635,324,450458.78,0.00
C1057819107,C97284144,324,10211.81,0.00
C913635242,C282425253,325,30846.84,0.00
C466412897,C816944286,325,107834.85,0.00
C1859628307,C638336367,325,269187.87,0.00
C171987241,C143177495,325,441873.49,0.00
C757889087,C688244166,325,1445166.74,0.00
C1767197728,C1526183462,326,6546019.00,0.00
C614646392,C1100349536,326,424962.90,0.00
C1639715926,C1433454555,326,618381.01,0.00
C1421733222,C1718960484,326,15177.97,0.00
C427680107,C1365760959,326,478078.24,0.00
C80183609,C618118021,326,829645.30,0.00
C41154667,C488579069,326,120214.74,0.00
C1791366162,C1152394024,327,634385.97,0.00
C2117660675,C138001655,327,185238.61,0.00
C1987328742,C697444332,327,1076518.28,0.00
C990820697,C1804765408,327,415785.89,0.00
C1943481220,C676856624,327,146729.67,0.00
C891486597,C951633995,328,975389.94,0.00
C1765014536,C2037810492,328,364375.51,0.00
C1204866352,C16371707,328,43814.15,0.00
C1221668517,C2134508873,328,474467.20,0.00
C1446359154,C1765191456,328,6391.60,0.00
C376938867,C1217738819,328,2299330.46,0.00
C1280846631,C1962241451,328,342120.59,0.00
C1598819354,C1081484003,328,337810.17,0.00
C1999096176,C136063013,328,2137134.15,0.00
C156594551,C672862177,329,3551022.86,0.00
C1562312616,C227222097,329,338062.05,0.00
C1386334187,C250821807,329,84312.29,0.00
C1371377403,C1639950711,330,1031608.37,0.00
C1415217064,C2101562170,330,61756.82,0.00
C1019553772,C1806361762,330,19692.68,0.00
C1938563375,C1187100670,330,9198459.96,0.00
C1000513158,C1758335977,330,40388.58,0.00
C1868228472,C1690604100,331,420330.71,0.00
C968443194,C65648363,331,161859.16,0.00
C1304547531,C19996570,331,398219.08,0.00
C56751982,C2138523923,332,19226.25,0.00
C1799860706,C80713537,332,282018.00,0.00
C1802836404,C1121500032,332,301579.42,0.00
C1745983205,C754249835,333,2070939.88,0.00
C1767715756,C785026451,333,17207.65,0.00
C1747145837,C915095399,333,613386.47,0.00
C1160054760,C223760078,333,1861928.35,0.00
C1771742794,C799681184,334,554501.15,0.00
C47484490,C698155401,334,972142.03,0.00
C452762754,C66230253,335,723915.85,0.00
C1515649837,C1556905270,335,1495203.80,0.00
C1529791682,C215273988,336,964388.10,0.00
C498550702,C982724683,336,170038.31,0.00
C464058059,C539311335,336,1950022.93,0.00
